page_url,api_url,brand_id,brand_name,corp_name,category_large,category_middle,year,startup_cost_만원,franchise_fee_만원,education_fee_만원,deposit_만원,other_cost_만원,avg_sales_만원,avg_sales_per_area_만원,store_count,new_store_count,contract_end_count,contract_cancel_count,name_change_count,closure_rate_percent,interior_area_평,interior_cost_min_만원,interior_cost_max_만원,interior_cost_mid_만원,business_start_date,business_years,store_count_percentile,avg_sales_percentile,total_cost_percentile,industry_avg_sales_만원,industry_avg_total_cost_만원
https://jshj.net/brands/%ED%98%B8%EC%8B%9D%EC%9D%B4%EB%91%90%EB%A7%88%EB%A6%AC%EC%B9%98%ED%82%A8-BRD_20080600014,https://api.jshj.net/api/brands/BRD_20080600014,BRD_20080600014,호식이두마리치킨,호식이두마리치킨,외식,치킨,2023,22700,2750,1650,3000,15300,0,0,0,0,0,0,0,,10,0,0,0,19541020,29년 4개월,3,35,4,114849,59899
https://jshj.net/brands/%ED%91%B8%EB%9D%BC%EB%8B%AD-BRD_20150218,https://api.jshj.net/api/brands/BRD_20150218,BRD_20150218,푸라닭,(주)아이더스에프앤비,외식,치킨,2024,75780,5500,2200,0,68080,415622,22323,714,15,4,25,132,4.06,10,17000,20000,18500,20150201,10년 1개월,3,9,81,114849,59899
https://jshj.net/brands/%EC%9E%90%EB%8B%B4%EC%B9%98%ED%82%A8-BRD_20140475,https://api.jshj.net/api/brands/BRD_20140475,BRD_20140475,자담치킨,(주)웰빙푸드,외식,치킨,2023,42900,7150,2750,0,33000,297885,17694,716,70,35,38,130,10.2,20,37000,42000,39500,20140310,10년 2개월,3,13,78,114849,59899
https://jshj.net/brands/60%EA%B3%84-BRD_20151039,https://api.jshj.net/api/brands/BRD_20151039,BRD_20151039,60계,(주)장스푸드,외식,치킨,2023,72550,11000,3300,0,58250,374240,18536,663,52,0,19,59,2.87,10,3700,4100,3900,20151126,8년 6개월,4,8,78,114849,59899
https://jshj.net/brands/%EB%98%90%EB%9E%98%EC%98%A4%EB%9E%98-BRD_20080100180,https://api.jshj.net/api/brands/BRD_20080100180,BRD_20080100180,또래오래,(주)농협목우촌,외식,치킨,2023,32676,6600,550,1000,24526,138076,9346,563,39,0,79,35,14.03,10,12000,14000,13000,20030528,21년 0개월,4,68,17,114849,59899
https://jshj.net/brands/%EB%98%90%EB%B4%89%EC%9D%B4%ED%86%B5%EB%8B%AD-BRD_20120100160,https://api.jshj.net/api/brands/BRD_20120100160,BRD_20120100160,또봉이통닭,또봉이에프앤에스(주),외식,치킨,2023,28060,4290,1320,1000,21450,147034,9368,456,44,0,61,36,13.38,10,13000,15000,14000,20120310,12년 2개월,4,71,8,114849,59899
https://jshj.net/brands/%EB%A7%A5%EC%8B%9C%EC%B9%B8%EC%B9%98%ED%82%A8-BRD_20080200276,https://api.jshj.net/api/brands/BRD_20080200276,BRD_20080200276,맥시칸치킨,(주)맥시칸,외식,치킨,2023,29300,3300,1000,1000,24000,108836,8253,447,144,19,0,19,4.25,10,14000,16000,15000,19850801,38년 9개월,4,65,12,114849,59899
https://jshj.net/brands/%ED%9B%8C%EB%9E%84%EB%9D%BC%EC%B0%B8%EC%88%AF%EC%B9%98%ED%82%A8-BRD_20080100261,https://api.jshj.net/api/brands/BRD_20080100261,BRD_20080100261,훌랄라참숯치킨,(주)훌랄라,외식,치킨,,,,,,,,,,,,,,,15,31000,35000,33000,20080811,,5,39,98,114849,59899
https://jshj.net/brands/%ED%9B%84%EB%9D%BC%EC%9D%B4%EB%93%9C%20%EC%B0%B8%20%EC%9E%98%ED%95%98%EB%8A%94%EC%A7%91-BRD_20170439,https://api.jshj.net/api/brands/BRD_20170439,BRD_20170439,후라이드 참 잘하는집,(주)티엔엔터테인먼트,외식,치킨,2023,48500,7700,2200,0,38600,224459,18019,271,31,6,0,7,2.21,,,,,20170313,7년 2개월,5,5,48,114849,59899
https://jshj.net/brands/%EC%B9%98%ED%82%A8%ED%94%8C%EB%9F%AC%EC%8A%A4-BRD_20170127,https://api.jshj.net/api/brands/BRD_20170127,BRD_20170127,치킨플러스,(주)홀딩핸즈앤코,외식,치킨,2025,,,,,,202453,13486,279,37,45,1,37,16.49,12,16000,18000,17000,20160820,,5,42,21,114849,59899
https://jshj.net/brands/%EB%B6%80%EC%96%B4%EC%B9%98%ED%82%A8-BRD_20080100487,https://api.jshj.net/api/brands/BRD_20080100487,BRD_20080100487,부어치킨,(주)정직한스푼,외식,치킨,2025,,,,,,151491,9690,260,51,10,10,20,7.69,10,15000,17000,16000,20050521,,5,61,40,114849,59899
https://jshj.net/brands/%EB%88%84%EA%B5%AC%EB%82%98%ED%99%80%EB%94%B1%EB%B0%98%ED%95%9C%EB%8B%AD-BRD_20110100603,https://api.jshj.net/api/brands/BRD_20110100603,BRD_20110100603,누구나홀딱반한닭,(주)티앤비코리아,외식,치킨,2023,77836,0,0,0,77836,421435,14515,227,18,12,9,10,9.25,20,30000,33000,31500,20110601,12년 11개월,5,9,83,114849,59899
https://jshj.net/brands/%EA%BE%B8%EB%B8%8C%EB%9D%BC%EA%BC%AC%EC%88%AF%EB%B6%88%EC%B9%98%ED%82%A8-BRD_20171298,https://api.jshj.net/api/brands/BRD_20171298,BRD_20171298,꾸브라꼬숯불치킨,(주)외식전문기업제이케이,외식,치킨,2024,33880,5500,1650,0,26730,333164,22729,208,37,28,0,37,13.46,8,8300,9200,8750,20160820,8년 7개월,6,25,19,114849,59899
https://jshj.net/brands/%EA%B8%B0%EC%98%81%EC%9D%B4%EC%88%AF%EB%B6%88%EB%91%90%EB%A7%88%EB%A6%AC%EC%B9%98%ED%82%A8-BRD_20213267,https://api.jshj.net/api/brands/BRD_20213267,BRD_20213267,기영이숯불두마리치킨,(주)기영에프앤비,외식,치킨,2024,50700,5500,2200,3000,40000,328962,23580,175,119,0,14,16,8,15,13000,15000,14000,20220509,2년 10개월,6,12,52,114849,59899
https://jshj.net/brands/%EB%B3%B4%EB%93%9C%EB%9E%8C%EC%B9%98%ED%82%A8-BRD_20080200018,https://api.jshj.net/api/brands/BRD_20080200018,BRD_20080200018,보드람치킨,(주)보드람씨앤알,외식,치킨,2024,75900,14300,2200,0,59400,273062,15581,189,18,10,0,8,5.29,15,40000,45000,42500,20011011,23년 5개월,6,21,82,114849,59899
https://jshj.net/brands/%EB%B0%94%EB%A5%B8%EC%B9%98%ED%82%A8-BRD_20150930,https://api.jshj.net/api/brands/BRD_20150930,BRD_20150930,바른치킨,(주)이루에프씨,외식,치킨,2023,43900,0,3300,1000,39600,245881,13940,309,45,0,36,27,11.65,15,20000,23000,21500,20150422,9년 1개월,6,33,50,114849,59899
https://jshj.net/brands/%EB%95%85%EB%95%85%EC%B9%98%ED%82%A8-BRD_20080600010,https://api.jshj.net/api/brands/BRD_20080600010,BRD_20080600010,땅땅치킨,(주)프랜푸드,외식,치킨,2023,53796,5500,3300,5000,39996,153576,7553,279,26,7,37,18,15.77,10,20000,23000,21500,20040502,20년 0개월,7,40,68,114849,59899
https://jshj.net/brands/%EC%B9%98%ED%82%A8%EC%8B%A0%EB%93%9C%EB%A1%AC-BRD_20080300020,https://api.jshj.net/api/brands/BRD_20080300020,BRD_20080300020,치킨신드롬,(주)오앤씨웰푸드,외식,치킨,2023,51600,11000,5500,1000,34100,147002,11699,169,22,0,31,10,18.34,10,16000,18000,17000,20030211,21년 3개월,7,36,47,114849,59899
https://jshj.net/brands/%EB%8F%99%EA%B7%BC%EC%9D%B4%EC%88%AF%EB%B6%88%EB%91%90%EB%A7%88%EB%A6%AC%EC%B9%98%ED%82%A8-BRD_20161199,https://api.jshj.net/api/brands/BRD_20161199,BRD_20161199,동근이숯불두마리치킨,(주)디지에프앤비,외식,치킨,2024,49860,3300,2200,0,44360,243944,12221,167,40,2,36,12,22.75,15,23000,26000,24500,20170101,8년 2개월,7,20,51,114849,59899
https://jshj.net/brands/%ED%99%94%EB%9D%BD%EB%B0%94%EB%B2%A0%ED%81%90%EC%B9%98%ED%82%A8-BRD_20214343,https://api.jshj.net/api/brands/BRD_20214343,BRD_20214343,화락바베큐치킨,에이치에프비지(주),외식,치킨,2024,55600,11000,5500,5000,34100,328060,22708,126,91,0,5,4,3.97,10,15000,17000,16000,20211001,3년 5개월,7,24,60,114849,59899
https://jshj.net/brands/%EC%95%84%EB%9D%BC%EC%B9%98-BRD_20212359,https://api.jshj.net/api/brands/BRD_20212359,BRD_20212359,아라치,(주)삼화에프앤디,외식,치킨,,,,,,,,,,,,,,,20,33000,37000,35000,20220415,,8,71,65,114849,59899
https://jshj.net/brands/%EA%B9%90%EB%B6%80%EC%B9%98%ED%82%A8-BRD_20100100377,https://api.jshj.net/api/brands/BRD_20100100377,BRD_20100100377,깐부치킨,(주)깐부,외식,치킨,2023,108000,7700,1100,2000,97200,471977,17644,169,6,0,13,9,7.69,20,72000,80000,76000,20061031,17년 7개월,8,8,99,114849,59899
https://jshj.net/brands/%EC%B9%98%ED%82%A8%EB%A7%88%EB%A3%A8-BRD_20080100052,https://api.jshj.net/api/brands/BRD_20080100052,BRD_20080100052,치킨마루,다인에프씨(주),외식,치킨,2023,33670,3300,2200,1000,27170,120055,9151,208,27,0,51,16,24.52,10,15000,17000,16000,20051010,18년 7개월,8,57,19,114849,59899
https://jshj.net/brands/%ED%8B%B0%EB%B0%94%EB%91%90%EB%A7%88%EB%A6%AC%EC%B9%98%ED%82%A8-BRD_20080300019,https://api.jshj.net/api/brands/BRD_20080300019,BRD_20080300019,티바두마리치킨,(주)신라외식개발,외식,치킨,2023,42826,3300,1100,0,38426,130284,9540,217,17,0,105,38,48.39,10,16000,18000,17000,20020316,22년 2개월,8,69,36,114849,59899
https://jshj.net/brands/%EC%98%A4%EB%B8%90%EB%A7%88%EB%A3%A8-BRD_20130505,https://api.jshj.net/api/brands/BRD_20130505,BRD_20130505,오븐마루,(주)오엠푸드,외식,치킨,2023,56000,5500,3300,1000,46200,229119,10637,122,21,0,30,4,24.59,10,15000,17000,16000,20150102,9년 4개월,9,42,63,114849,59899
https://jshj.net/brands/%EC%8B%A0%ED%86%B5%EC%B9%98%ED%82%A8-BRD_20140100,https://api.jshj.net/api/brands/BRD_20140100,BRD_20140100,신통치킨,(주)올치에프씨,외식,치킨,2023,39700,22000,0,1000,16700,54064,3144,189,12,0,23,17,12.17,15,10000,12000,11000,20131111,10년 6개월,9,53,31,114849,59899
https://jshj.net/brands/%EB%8F%88%EC%B9%98%ED%82%A8-BRD_20080100259,https://api.jshj.net/api/brands/BRD_20080100259,BRD_20080100259,돈치킨,다인에프씨(주),외식,치킨,2023,66000,6600,0,0,59400,180529,8162,175,14,0,30,14,17.14,10,16000,18000,17000,20140529,10년 0개월,9,51,72,114849,59899
https://jshj.net/brands/%EC%88%9C%EC%82%B4%EB%AA%AC%EC%8A%A4%ED%84%B0-BRD_20215029,https://api.jshj.net/api/brands/BRD_20215029,BRD_20215029,순살몬스터,(주)신라외식개발,외식,치킨,2023,41350,5500,1100,2000,32750,45209,3126,165,202,0,37,22,22.42,10,15000,17000,16000,20220104,2년 4개월,9,96,34,114849,59899
https://jshj.net/brands/%EC%8D%AC%EB%8D%94%EC%B9%98%ED%82%A8-BRD_20130538,https://api.jshj.net/api/brands/BRD_20130538,BRD_20130538,썬더치킨,(주)썬더치킨,외식,치킨,2023,78800,5500,2750,3000,67550,162296,7458,120,27,0,184,0,153.33,10,18000,21000,19500,20051213,18년 5개월,10,45,75,114849,59899
https://jshj.net/brands/%EC%BD%94%EB%A6%AC%EC%97%94%ED%83%88%EA%B9%BB%EC%9E%8E%EB%91%90%EB%A7%88%EB%A6%AC%EC%B9%98%ED%82%A8-BRD_20140706,https://api.jshj.net/api/brands/BRD_20140706,BRD_20140706,코리엔탈깻잎두마리치킨,(주)채움푸드,외식,치킨,2023,13071,5500,2200,1000,4371,99742,6610,196,14,0,90,11,45.92,0,0,0,0,20140410,10년 1개월,10,74,1,114849,59899
https://jshj.net/brands/%EB%A7%9B%EB%8B%AD%EA%BC%AC-BRD_20110100490,https://api.jshj.net/api/brands/BRD_20110100490,BRD_20110100490,맛닭꼬,(주)꼬꼬에프앤비,외식,치킨,2023,65850,3300,1100,0,61450,324151,16112,125,12,15,0,10,12,20,31000,35000,33000,20100701,13년 10개월,10,14,77,114849,59899
https://jshj.net/brands/%EA%B0%80%EB%A7%88%EB%A1%9C%EA%B0%95%EC%A0%95-BRD_20120100651,https://api.jshj.net/api/brands/BRD_20120100651,BRD_20120100651,가마로강정,(주)마세다린,외식,치킨,2023,37940,5500,2200,2200,28040,0,0,0,4,0,16,0,,12,26000,29000,27500,19710727,52년 10개월,10,14,26,114849,59899
https://jshj.net/brands/%EC%88%9C%EC%82%B4%EB%A7%8C%EA%B3%B5%EA%B2%A9-BRD_20211707,https://api.jshj.net/api/brands/BRD_20211707,BRD_20211707,순살만공격,(주)프로스이앤에프,외식,치킨,2024,57300,5500,3300,10000,38500,322891,19224,200,13,5,33,61,19,10,10000,12000,11000,20210601,3년 9개월,11,42,62,114849,59899
https://jshj.net/brands/%EC%95%8C%ED%86%B5%EB%96%A1%EA%B0%95%EC%A0%95-BRD_20130100381,https://api.jshj.net/api/brands/BRD_20130100381,BRD_20130100381,알통떡강정,(주)알통컴퍼니,외식,치킨,2023,38600,3300,0,1000,34300,110536,10216,145,8,0,23,5,15.86,,,,,None,12년 4개월,11,80,28,114849,59899
https://jshj.net/brands/%EC%B9%98%ED%82%A8%EB%A7%A4%EB%8B%88%EC%95%84-BRD_20080100545,https://api.jshj.net/api/brands/BRD_20080100545,BRD_20080100545,치킨매니아,(주)코리아델로스케이디,외식,치킨,2023,95490,5500,3300,1000,85690,198792,11393,163,11,0,49,13,30.06,30,53000,59000,56000,20071101,16년 6개월,11,45,90,114849,59899
https://jshj.net/brands/%EA%B9%80%EC%A2%85%EA%B5%AC%EC%8B%9D%EB%A7%9B%EC%B9%98%ED%82%A8%E3%86%8D%20%EC%A0%84%EA%B8%B0%EB%B0%94%EB%B2%A0%ED%81%90%20%EC%98%9B%EB%82%A0%ED%86%B5%EB%8B%AD-BRD_20214050,https://api.jshj.net/api/brands/BRD_20214050,BRD_20214050,김종구식맛치킨ㆍ 전기바베큐 옛날통닭,(주)김종구참푸드,외식,치킨,,,,,,,,,,,,,,,30,47000,53000,50000,20210423,,11,8,70,114849,59899
https://jshj.net/brands/%ED%98%B8%EC%B9%98%ED%82%A8-BRD_20120100525,https://api.jshj.net/api/brands/BRD_20120100525,BRD_20120100525,호치킨,다인에프씨(주),외식,치킨,2025,,,,,,335178,17249,112,15,15,20,5,31.25,12,21000,24000,22500,20091205,,11,18,66,114849,59899
https://jshj.net/brands/%EB%B6%88%EB%A1%9C%EB%A7%8C%EC%B9%98%ED%82%A8%EB%B0%94%EB%B2%A0%ED%81%90-BRD_20080200073,https://api.jshj.net/api/brands/BRD_20080200073,BRD_20080200073,불로만치킨바베큐,(주)불로만,외식,치킨,2023,70300,5500,3300,2000,59500,0,0,0,3,0,11,0,,15,25000,28000,26500,19980425,26년 1개월,12,47,75,114849,59899
https://jshj.net/brands/%EB%B3%B8%EC%8A%A4%EC%B9%98%ED%82%A8-BRD_20080100055,https://api.jshj.net/api/brands/BRD_20080100055,BRD_20080100055,본스치킨,(주)비에이지본스,외식,치킨,2023,74425,8800,2200,1000,62425,140278,7735,110,6,0,23,6,20.91,20,31000,35000,33000,20070412,17년 1개월,12,58,80,114849,59899
https://jshj.net/brands/%EC%9E%A5%EB%AA%A8%EB%8B%98%EC%B9%98%ED%82%A8-BRD_20080300005,https://api.jshj.net/api/brands/BRD_20080300005,BRD_20080300005,장모님치킨,장모육계유통,외식,치킨,2023,44540,3300,3300,1000,36940,74351,4619,108,3,0,15,7,13.89,10,28000,32000,30000,19891030,34년 7개월,12,84,58,114849,59899
https://jshj.net/brands/%EB%8B%A4%EC%82%AC%EB%9E%91-BRD_20080400025,https://api.jshj.net/api/brands/BRD_20080400025,BRD_20080400025,다사랑,(주)다사랑,외식,치킨,2023,140700,3300,0,0,137400,466767,9919,96,12,0,8,11,8.33,40,66000,74000,70000,19680201,21년 9개월,12,4,90,114849,59899
https://jshj.net/brands/%EA%B0%93%ED%8A%80%EA%B8%B4%ED%9B%84%EB%9D%BC%EC%9D%B4%EB%93%9C-BRD_20190753,https://api.jshj.net/api/brands/BRD_20190753,BRD_20190753,갓튀긴후라이드,(주)갓에프엔비,외식,치킨,2023,34550,5500,3300,1000,24750,420121,37389,33,10,0,0,1,0,10,15000,17000,16000,20180930,5년 8개월,13,6,20,114849,59899
https://jshj.net/brands/%EC%98%A4%EB%B8%90%EC%97%90%20%EA%BE%B8%EC%9A%B4%20%EB%8B%AD-BRD_20090300039,https://api.jshj.net/api/brands/BRD_20090300039,BRD_20090300039,오븐에 꾸운 닭,계림F&C,외식,치킨,2023,149500,5500,3300,2000,138700,181627,5203,120,5,14,0,8,11.67,35,52000,58000,55000,19620910,61년 8개월,13,41,98,114849,59899
https://jshj.net/brands/%EC%BD%94%EB%A6%AC%EC%95%88%EB%B0%94%EB%B2%A0%ED%81%90-BRD_20080200047,https://api.jshj.net/api/brands/BRD_20080200047,BRD_20080200047,코리안바베큐,(주)티비비씨,외식,치킨,2023,71000,5500,2750,2000,60750,158030,7269,112,6,0,10,3,8.93,20,35000,39000,37000,19980326,26년 2개월,13,55,75,114849,59899
https://jshj.net/brands/DK%EB%8F%99%ED%82%A4%EC%B9%98%ED%82%A8-BRD_20171186,https://api.jshj.net/api/brands/BRD_20171186,BRD_20171186,DK동키치킨,디케이팩토리(DKFACTORY),외식,치킨,2023,57800,4400,3300,1000,49100,81480,4870,102,10,0,0,0,0,15,28000,32000,30000,20180115,6년 4개월,13,70,63,114849,59899
https://jshj.net/brands/%EC%9D%B8%EC%83%9D%EB%8B%AD%EA%B0%95%EC%A0%95-BRD_20200209,https://api.jshj.net/api/brands/BRD_20200209,BRD_20200209,인생닭강정,(주)인생닭강정,외식,치킨,2023,41590,5500,3300,1000,31790,144223,16149,134,28,0,38,7,28.36,12,16000,18000,17000,20200413,4년 1개월,13,61,34,114849,59899
https://jshj.net/brands/%EB%AA%85%EA%B0%80%ED%86%B5%EB%8B%AD-BRD_20200798,https://api.jshj.net/api/brands/BRD_20200798,BRD_20200798,명가통닭,(주)명가참푸드,외식,치킨,2023,23500,0,3300,0,20200,213791,13261,75,11,6,8,9,18.67,10,10000,12000,11000,20200103,4년 4개월,14,36,5,114849,59899
https://jshj.net/brands/%EB%94%94%EB%94%94%EC%B9%98%ED%82%A8(DD%EC%B9%98%ED%82%A8)-BRD_20080200132,https://api.jshj.net/api/brands/BRD_20080200132,BRD_20080200132,디디치킨(DD치킨),(주)디디에프엔비,외식,치킨,2023,38550,5500,550,500,32000,138491,8697,114,27,0,31,10,27.19,10,22000,25000,23500,20030531,21년 0개월,14,77,28,114849,59899
https://jshj.net/brands/%EB%91%98%EB%91%98%EC%B9%98%ED%82%A8-BRD_20080100172,https://api.jshj.net/api/brands/BRD_20080100172,BRD_20080100172,둘둘치킨,(주)일동인터내쇼날,외식,치킨,2023,65800,4400,1100,2000,58300,153272,7066,85,4,0,13,6,15.29,20,31000,35000,33000,19970613,26년 11개월,14,21,65,114849,59899
https://jshj.net/brands/%ED%99%94%ED%8F%89%EB%8C%81%EB%8B%AD%EA%B5%AC%EC%9D%B4-BRD_20230971,https://api.jshj.net/api/brands/BRD_20230971,BRD_20230971,화평댁닭구이,(주)더킹에프엔씨,외식,치킨,2023,70100,24200,5500,3000,37400,0,0,0,0,0,0,0,,10,15000,17000,16000,20231011,0년 0개월,15,93,75,114849,59899
https://jshj.net/brands/%EC%8C%80%ED%86%B5%EB%8B%AD-BRD_20130123,https://api.jshj.net/api/brands/BRD_20130123,BRD_20130123,쌀통닭,(주)호림,외식,치킨,2023,72600,5500,3300,3300,60500,213558,14955,82,8,12,0,8,14.63,10,17000,19000,18000,19620910,11년 0개월,15,35,77,114849,59899
https://jshj.net/brands/%EB%83%A0%EB%83%A0%EC%88%AF%EB%B6%88%EB%91%90%EB%A7%88%EB%A6%AC%EC%B9%98%ED%82%A8-BRD_20190293,https://api.jshj.net/api/brands/BRD_20190293,BRD_20190293,냠냠숯불두마리치킨,(주)냠냠푸드,외식,치킨,2023,46100,3300,2200,1000,39600,201857,14187,72,22,0,0,13,0,10,12000,14000,13000,20190426,5년 1개월,15,47,43,114849,59899
https://jshj.net/brands/%EA%B5%AC%EB%8F%84%EB%A1%9C%ED%86%B5%EB%8B%AD-BRD_20201537,https://api.jshj.net/api/brands/BRD_20201537,BRD_20201537,구도로통닭,(주)구도로,외식,치킨,2023,115523,11000,5500,2000,97023,677880,18187,75,55,0,2,1,2.67,30,53000,59000,56000,20200528,4년 0개월,15,10,95,114849,59899
https://jshj.net/brands/1%EB%B2%88%EC%A7%80%ED%86%B5%EB%8B%AD-BRD_20240140,https://api.jshj.net/api/brands/BRD_20240140,BRD_20240140,1번지통닭,(주)원쓰푸드,외식,치킨,2024,49500,1100,2200,0,46200,338895,17571,63,19,4,0,1,6.35,15,26000,29000,27500,20190517,5년 10개월,16,15,50,114849,59899
https://jshj.net/brands/%EC%98%A4%EB%8A%98%ED%86%B5%EB%8B%AD-BRD_20090100082,https://api.jshj.net/api/brands/BRD_20090100082,BRD_20090100082,오늘통닭,(주)대현푸드빌,외식,치킨,2023,64700,10000,2200,2000,50500,213256,7745,80,49,6,12,0,22.5,20,28000,32000,30000,20080901,15년 8개월,16,37,70,114849,59899
https://jshj.net/brands/%EC%9D%B4%EC%B6%98%EB%B4%89%EC%B9%98%ED%82%A8-BRD_20170560,https://api.jshj.net/api/brands/BRD_20170560,BRD_20170560,이춘봉치킨,(주)마스터아이디,외식,치킨,2023,48730,3300,2200,0,43230,89761,13320,89,23,0,65,0,73.03,15,20000,23000,21500,20161222,7년 5개월,16,92,49,114849,59899
https://jshj.net/brands/%EC%B6%A9%EB%A7%8C%EC%B9%98%ED%82%A8-BRD_20140594,https://api.jshj.net/api/brands/BRD_20140594,BRD_20140594,충만치킨,(주)씨엠치킨,외식,치킨,2023,87170,3300,2200,2000,79670,205188,7400,99,2,0,27,12,27.27,30,50000,55000,52500,20140215,10년 3개월,16,44,87,114849,59899
https://jshj.net/brands/%EA%B3%84%EB%8F%99%EC%B9%98%ED%82%A8-BRD_20080600017,https://api.jshj.net/api/brands/BRD_20080600017,BRD_20080600017,계동치킨,(주)신성유통,외식,치킨,2023,39600,2750,2200,0,34650,0,0,86,2,0,11,0,12.79,10,28000,32000,30000,20040913,19년 8개월,16,57,56,114849,59899
https://jshj.net/brands/%EB%A6%BC%EC%8A%A4%EC%B9%98%ED%82%A8-BRD_20090100151,https://api.jshj.net/api/brands/BRD_20090100151,BRD_20090100151,림스치킨,림스상사(림스고려인삼홍삼상사),외식,치킨,2023,51000,9900,1100,3000,37000,0,0,59,8,0,13,2,22.03,15,22000,25000,23500,19770724,46년 10개월,17,,53,114849,59899
https://jshj.net/brands/%EC%95%84%EC%A3%BC%EC%BB%A4-BRD_20080400001,https://api.jshj.net/api/brands/BRD_20080400001,BRD_20080400001,아주커,(주)에이에프씨코리아,외식,치킨,2023,33300,1100,2200,1000,29000,254027,25507,68,6,0,5,6,7.35,8,11000,13000,12000,19980701,25년 10개월,17,30,18,114849,59899
https://jshj.net/brands/%EC%BB%AC%ED%88%AC%EC%B9%98%ED%82%A8-BRD_20100100628,https://api.jshj.net/api/brands/BRD_20100100628,BRD_20100100628,컬투치킨,(주)컬투에프앤비,외식,치킨,2023,47270,7150,1320,1000,37800,154104,6672,72,10,18,0,3,25,10,17000,19000,18000,20110304,13년 2개월,17,46,77,114849,59899
https://jshj.net/brands/%EB%B0%95%EA%B5%B0%EC%B9%98%ED%82%A8-BRD_20130438,https://api.jshj.net/api/brands/BRD_20130438,BRD_20130438,박군치킨,(주)홈델리,외식,치킨,2025,,,,,,99599,6228,65,8,0,6,0,9.23,10,15000,17000,16000,20120803,,17,80,75,114849,59899
https://jshj.net/brands/%EB%91%90%EB%A0%88%ED%86%B5%EB%8B%AD-BRD_20190677,https://api.jshj.net/api/brands/BRD_20190677,BRD_20190677,두레통닭,(주)도담에프앤에스,외식,치킨,2023,40400,5500,2200,3000,29700,183631,10359,33,24,1,0,1,3.03,,,,,20190520,5년 0개월,17,51,31,114849,59899
https://jshj.net/brands/%EC%B9%A0%EB%B4%89%ED%86%B5%EB%8B%AD-BRD_20215034,https://api.jshj.net/api/brands/BRD_20215034,BRD_20215034,칠봉통닭,(주)신라외식개발,외식,치킨,2023,40830,5500,1100,2000,32230,0,0,0,0,0,0,0,,10,15000,17000,16000,20230601,0년 0개월,18,99,32,114849,59899
https://jshj.net/brands/%EB%B0%B0%EB%AC%B4%EC%B9%98%EC%88%AF%EB%B6%88%EB%91%90%EB%A7%88%EB%A6%AC%EC%B9%98%ED%82%A8-BRD_20230132,https://api.jshj.net/api/brands/BRD_20230132,BRD_20230132,배무치숯불두마리치킨,(주)세현에프앤비,외식,치킨,2023,5500,2200,0,0,3300,0,0,0,0,0,0,0,,10,0,0,0,20230727,0년 0개월,18,95,1,114849,59899
https://jshj.net/brands/%EC%8A%A4%EB%AA%A8%ED%94%84%EC%B9%98%ED%82%A8-BRD_20230021,https://api.jshj.net/api/brands/BRD_20230021,BRD_20230021,스모프치킨,㈜스모프,외식,치킨,2023,40600,3300,2200,1000,34100,0,0,0,0,0,0,0,,10,20000,23000,21500,None,0년 0개월,18,73,32,114849,59899
https://jshj.net/brands/%EC%95%84%EC%9B%83%EB%8B%AD-BRD_20110300082,https://api.jshj.net/api/brands/BRD_20110300082,BRD_20110300082,아웃닭,(주)테즈,외식,치킨,2023,101400,11000,3300,3000,84100,408639,14116,60,0,2,0,4,3.33,,,,,20101001,13년 7개월,19,8,92,114849,59899
https://jshj.net/brands/%EB%82%A8%EC%8D%AC%EC%B9%98%ED%82%A8-BRD_20221049,https://api.jshj.net/api/brands/BRD_20221049,BRD_20221049,남썬치킨,(주)하하호호푸드,외식,치킨,2024,44550,4400,1100,1100,37950,148865,7786,93,22,11,0,0,11.83,10,15000,17000,16000,20240430,2년 5개월,19,90,39,114849,59899
https://jshj.net/brands/%EA%B5%AD%EC%A0%9C%ED%86%B5%EB%8B%AD-BRD_20170519,https://api.jshj.net/api/brands/BRD_20170519,BRD_20170519,국제통닭,(주)국제에프씨,외식,치킨,2023,47465,5500,3300,0,38665,227423,12714,59,5,5,6,0,18.64,15,17000,19000,18000,20170301,7년 2개월,19,31,45,114849,59899
https://jshj.net/brands/%EC%98%A4%EB%B8%90%EC%97%90%EB%B9%A0%EC%A7%84%EB%8B%AD-BRD_20080100034,https://api.jshj.net/api/brands/BRD_20080100034,BRD_20080100034,오븐에빠진닭,(주)에땅,외식,치킨,2023,105590,11000,3300,2000,89290,321424,11027,70,3,0,11,5,15.71,15,23000,26000,24500,20080717,15년 10개월,19,25,92,114849,59899
https://jshj.net/brands/%EC%98%81%EA%B3%84%EC%86%8C%EB%AC%B8%EC%98%9B%EB%82%A0%ED%86%B5%EB%8B%AD-BRD_20211115,https://api.jshj.net/api/brands/BRD_20211115,BRD_20211115,영계소문옛날통닭,농업회사법인영계소문(주),외식,치킨,2023,38300,5500,3300,2000,27500,0,0,0,4,0,5,0,,10,10000,12000,11000,20210115,3년 4개월,20,27,27,114849,59899
https://jshj.net/brands/%EC%A0%84%EC%84%A4%EC%9D%98%EC%B9%98%ED%82%A8-BRD_20110100524,https://api.jshj.net/api/brands/BRD_20110100524,BRD_20110100524,전설의치킨,(주)시원전설의푸드,외식,치킨,2023,50950,3300,2200,2000,43450,157249,9541,57,7,16,0,3,28.07,15,23000,26000,24500,20100315,14년 2개월,20,70,53,114849,59899
